name,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,8251.51,7338.49,1177.12,7203.19,8251.51,353.159,3663.07,1550.18,7260.36,1647.78,343.032,1092.16,736.975,401.838,641.352,2680.13,1560.51,2897.33,924.975,6842.15,782.828,5954.31,175.965,435.397,553.271,6956.47,428.109,580.918
forest,8368.61,6031.86,6560.81,8368.61,7820.35,2565.7,6202.37,2802.64,1042.32,7789.49,4738.3,972.901,6489.54,7434.28,5266.97,769.264,806.269,3374.48,8252.35,6997.96,5047.58,1082.15,7131.85,836.366,7223.77,7405.59,759.426,4904.16
forest,7689.6,1260.77,7460.39,7508.85,6930.76,7057.76,7036.09,2642.58,6557.13,3410.96,7689.6,923.958,2049.89,4909.35,6768.42,2851.28,1385.58,1563.36,7628.85,6155.93,2412.09,586.164,5629.9,6486.93,6328.84,7097.72,3993.73,4972.92
forest,7831.71,7831.71,642.074,7574.63,7565.74,6362.63,7548.59,6227.87,5321.89,1098.89,7470.95,1239.81,582.531,452.543,916.3,674.804,2810.76,868.298,6210.17,2690.04,907.973,1038.04,376.705,4115.83,4813.06,6570.39,696.265,5724.89
forest,7656.69,7302.19,963.654,4682.1,7656.69,386.631,528.499,588.084,7597.91,2065.66,7557.28,405.823,7465.21,383.118,1001.22,425.871,1989.25,1023.4,7326.06,6900.53,373.279,816.37,450.441,962.971,338.872,6641.36,647.496,391.171
impervious,1464.47,1441.21,1173.16,220.951,1313.23,1219.54,934.159,1464.47,721.644,1124.37,139.504,438.646,714.502,792.984,1409.81,730.93,720.738,1217.96,1036,468.447,849.04,250.662,411.882,410.699,255.312,988.686,948.85,438.642
forest,7736.76,1859.98,5417.76,3650.18,5104.01,5080.24,5295.06,5535.58,6182.16,6708.77,6606.9,636.877,7613.13,1891.03,7736.76,7191.08,572.192,4875.05,6283.93,1314,2765.26,4558.96,4952.77,2458.23,6082.87,6231.64,6680.95,401.424
impervious,6932.14,6932.14,6620.64,4596.88,4642.59,4633.16,4600.61,4859.42,4012.41,5517.31,6927.09,910.81,6264.54,4800.85,3961.05,1370.93,854.912,3675.84,555.297,4899.74,4042,3534.96,1360.64,785.984,4704.07,5889.23,1510.41,444.069
forest,7991.05,7283.6,4306.94,7991.05,7894.26,264.17,1794.5,3954.84,7447.1,468.747,3251.28,580.037,3283.7,752.513,1270.66,586.192,1601.13,3074.45,1106.86,5306.25,779.553,4365.97,381.303,7331.68,988.773,6957.65,480.854,2313.53
forest,8142.1,5131.47,8142.1,1394.02,5840.58,7876.69,7935.66,6678.31,7875.02,7373.75,7458.52,2104.43,7915.63,6936.11,2953.78,4594.17,828.432,3701.32,5020.48,1371.02,3201.23,3178.15,805.353,1784.49,1676.13,7566.61,6586.43,2554.34
forest,8194.42,5386.41,7896.46,7685,6226.69,6217.02,6609,4814.49,5821.07,5679.99,7633.07,1848.46,8194.42,3305.18,7743.02,1789.69,560.486,3801.12,5574.44,4924.73,3046.34,820.035,4023.87,1648.6,6379.12,6731.38,6826.52,4841.24
farm,7017.01,4983.72,4494.44,2564.53,4060.44,785.628,7017.01,3918.54,4047,829.737,3011.03,633.142,4268.76,798.941,2041.18,5434.02,888.27,3734.85,3348.06,2816.39,4496.81,3756.99,619.984,820.838,638.792,6914.44,635.533,3066.3
grass,5210.05,4727.56,5210.05,4456.86,4384.9,2601.37,4080.24,3622.13,4189.66,3753.03,4087.45,3493.44,4628.12,3733.87,973.956,1020.57,1448.74,3156.32,4672.5,3987.35,3696.6,3456.13,1588.01,2613.34,3492.36,3982.09,2731.86,863.298
forest,8088.35,6639.83,2084.83,8022.96,4847.35,421.166,7883.16,7772.59,518.188,8088.35,7887.3,5386.36,516.185,5088.38,806.795,288.219,4282.84,3088.5,7347.7,413.241,953.845,4840.13,752.147,678.481,1466.75,7314.66,2729.86,6502.64
forest,7965.07,4412.2,6554.84,1808.09,6646.19,7769.76,7824.82,7055.49,7753.5,7559.25,7175.19,1250.79,7668.08,5658.47,6715.28,6685.01,586.473,2177.33,7965.07,1657.11,2977.15,1779.89,746.291,1354.78,2199.83,7440.34,6163.68,3541.64
grass,6861.11,6609.28,3334.23,4160.48,3891.86,814.132,5365.24,5212.07,6375.35,6627.75,6647.87,762.493,3967.98,5299.87,3941.69,2014.17,660.341,5108.24,3525.76,949.443,3619.43,4011.92,3533.82,2131.81,759.754,6063.13,5652.4,6861.11
forest,8103.55,2424.52,7683.78,7174.46,5642.82,3859,7329.25,7236.88,7819.55,7724.5,7864.44,982.96,8103.55,5582.81,6948.05,4343.86,439.207,5271.33,7883.29,1331.96,3693.38,191.699,6851.73,2286.55,3998.99,7072.26,986.135,856.524
forest,8504.99,7896.86,5997.26,5721.83,8504.99,568.14,7313.12,1387.96,557.56,600.619,6610.2,595.094,1243.38,602.292,799.467,566.925,1552.52,1607.86,8038.94,7489.64,459.051,5797.34,351.476,3170.93,419.054,6844.8,800.725,638.214
grass,7082.12,6420.72,3185.05,4891.04,1039.86,4378.39,6377.63,2814.36,7082.12,6939.55,6998.4,2317.29,3407.97,5700.96,5126.75,1459.71,646.864,5153.19,4571.05,5393.56,4313.06,4623.31,1475.26,2274.37,836.752,6086.79,6921.85,5631.36
forest,7893.34,7718.86,525.519,6264.08,5518.54,7612.22,7314.14,1809.6,7893.34,1129.21,7768.22,1017.26,804.28,777.442,1112.21,993.893,3780.06,779.254,7175.18,4587.38,4449.41,6152.14,355.628,3287.2,1901.74,6681.22,534.427,5159.06
forest,8249.87,7319.85,5432.05,823.487,5486.63,3789.63,5835.92,5854.18,4404.46,7454.59,7749.66,478.159,2057.4,5689.66,2764.39,6943.25,1157.74,6254.73,8249.87,6873.68,4429.76,4773.07,5303.54,565.895,6526.62,7412.95,7050.31,770.385
forest,8126.71,7057.88,6506.27,6699.37,2243.88,5337.78,5069.52,1368.32,7775.02,6029.64,6099.59,818.131,1945.93,6685,8126.71,7404.79,625.265,1723.22,6888.17,4185.07,3737.95,4429.72,4319.08,717.863,5331.04,8025.98,865.33,1359.1
forest,7902.36,7700.17,7902.36,921.65,804.524,1494.62,7384.08,6119.04,6561.03,627.308,7169.19,2712.4,1668.26,6005.21,1309.53,4264.23,997.118,5155.63,680.964,6074.73,5935.33,5708.82,1876.6,2283.84,528.92,7166.15,717.129,7732.08
forest,7841.79,7841.79,5409.41,7668.8,6259.97,5771.55,5855.73,623.087,6508.88,6755.55,2988.39,2525.53,2421.44,4823.74,7150.15,1627.61,554.72,1351.6,7733.22,2836.33,2842.19,310.24,1647.98,651.977,2462.7,5508.59,5725.57,2078.73
forest,8377.21,7731.05,922.721,8315.47,8377.21,472.361,993.763,766.212,6945.62,3679.83,1034.92,600.684,1682.33,408.445,1067.02,722.673,1712.95,2123.02,752.752,7355.6,685.753,6904.19,297.415,6031.23,855.329,7443.66,482.659,4131.85
farm,7441.75,6884.04,7441.75,4962.24,5984.39,296.232,5723.84,1437.06,4554.45,4111.14,6225.87,542.385,1722.94,3467.56,1475.69,5505.84,1890.7,6437.92,7385.09,5152.16,2714,1059.51,981.105,3511.66,895.346,6910.65,883.79,6266.41
forest,7533.7,7533.7,1385.56,2426.77,6226.45,2652.61,6987.23,6503.76,6889.66,1314.26,7433.85,3723.59,673.023,381.424,921.432,490.791,3206.11,821.928,5837.02,783.772,269.042,633.457,541.815,4071.97,3130.71,6964.49,646.14,7415.55
grass,7461.47,6887.26,7301.24,6889.62,7373.33,2554.21,7461.47,4267.95,7153.38,7335.63,6401.17,3598.25,3146.96,2578.44,3063.66,3275.98,799.222,5278.95,944.385,5492.74,3939.75,489.198,3272.86,2419.81,1301.27,7286.53,3466.36,6570.23
forest,7951.73,5981.27,7917.25,7487.28,5817.3,1823.64,1845.42,4545.46,6785.17,4495.37,3843.55,854.417,6640.78,7017.48,7951.73,3296.03,596.92,3328.13,7140.53,5588.43,3166.82,3113.91,4593.91,1830.02,5927.15,6268.28,3420.51,1767.13
forest,7443.46,7095.14,6316.36,5614.94,2321.6,4826.65,5215.01,2349.42,4971.94,5491.8,5621.12,813.118,1155.3,2230.68,2862.2,5507.47,683.713,5025.33,7443.46,6519.6,3643.77,3826.92,784.311,573.636,3181.76,4044.56,900.186,2741.88
forest,8474.9,7877.28,694.397,8474.9,8424.11,254.036,7915.89,789.911,8125.56,543.507,2182.35,666.082,2322.39,1730.78,920.07,475.186,1412.17,3160.81,1552.78,3198.72,784.066,5802.24,320.033,8015.72,956.553,7647.5,382.872,3122.66
forest,7863.04,7541.16,5535.83,7863.04,7590.02,520.338,7494.39,883.005,5841.47,549.074,4695.08,4102.93,1263.26,409.232,459.262,925.254,1119.02,2082.31,1832.1,4794.37,514.259,1055.68,467.866,913.983,544.103,6823.42,533.06,486.872
forest,7769.42,7591.4,685.54,7171.18,7113.77,597.145,6410.51,1449.72,4567.81,3655.58,7698.38,481.756,1407.12,1572.67,888.884,635.719,1844.33,2145.37,7769.42,7453.09,153.509,7343.42,374.318,2587.89,407.676,7006.59,829.885,833.819
forest,8221.96,4799.63,7263.15,2169.28,2405.32,495.093,7375.63,687.664,718.306,7832.93,7572.19,7415.02,470.265,4050.25,1252.81,768.675,2624.05,5815.54,7841.28,4526.82,8221.96,2674.26,430.619,721.001,7628.38,6955.65,5106.59,1737.34
forest,8195.92,7841.04,8169.44,8195.92,7424.94,7945.14,7728.29,1390.49,2229.02,7591.34,8029.98,2497.32,6848.7,4228.66,7711.04,6145.8,851.536,4772.65,8027.8,3171.38,3732.52,1073.47,7786.53,1324.83,666.094,7858.83,5386.47,1001.99
forest,8076.78,4686.23,2080.05,749.714,7757.77,302.054,1749.27,2619.5,7821.78,8019.56,8076.78,6604.8,5012.4,426.922,3376.29,3299.4,1534.54,4138.68,5277.47,4705.08,1668.14,550.646,791.92,1398.06,320.923,7361.06,4524.47,694.818
forest,8017.91,6706.7,7514.82,7421.73,6270.93,6555.97,4756.23,3296.08,7524.72,7776.78,7592.91,1802.8,7920.57,7236,4273.31,7548.1,511.244,5119.67,8017.91,6945.73,2270.53,1929.69,3503.4,1966.63,5164.44,7152.75,1573.14,854.678
forest,7951.08,7171.26,6346.54,7811.71,7195.85,7361.17,7647.23,650.469,7923.87,7951.08,7519.33,5683.2,7070.25,1097.87,4589.85,2874.44,659.18,3268.72,7917.49,4340.34,2535.27,305.972,1927.78,1214.6,3338.8,7844.71,7917.66,1779.22
impervious,7115.74,7115.74,3785.48,6377.52,5517.71,1728.13,1857.36,4393.64,6366.32,1786.66,6240.51,626.598,2656.15,5174.06,3916.4,599.225,642.143,3293,800.553,5789.79,3081.25,819.965,2082,2340.88,1995.9,1876.67,2314.64,872.488
farm,7009.49,1127.42,5653.43,486.851,2284.39,2391,5000,6731.9,7009.49,3649.59,1437.93,539.196,2322.69,2703.46,644.716,-246.914,1011.4,2022.39,963.68,1755.05,4153.19,3254.3,1477.26,6809.21,1633.24,4341.46,535.864,1391.43
farm,7346,2306.49,878.201,-445.687,825.594,6830.11,7346,6540.89,2085.72,2210.84,915.503,415.737,1846.56,597.952,954.325,93.9735,1369.83,2399.58,1787.45,2000.34,3106.67,5036.3,1074.69,2325.08,694.342,2280.64,484.073,102.344
forest,7828.3,7828.3,1862.38,7547.85,1748.21,394.656,7747.36,1125.08,1005.28,713.795,414.675,781.201,1841.81,404.181,692.175,457.925,1234.23,2807.12,886.45,7034.77,5923.13,1993.8,290.283,2509.2,417.257,6960.76,440.089,558.883
forest,8187.22,7215.32,8187.22,4826.88,1132.61,1758.17,7777.39,682.838,6957.79,6868.09,6318.66,2061.13,1567.05,702.171,7656.69,3287.39,388.912,1705.59,8044.5,2310.35,5032.64,675.426,6567.17,856.737,4062.32,6740.92,6131.93,1254.14
forest,8173.18,7550.04,8173.18,6095.44,5224.64,7708.33,7564.33,2804.02,4788.97,7356.91,6938.55,1315.42,5214.43,6278.83,6518.14,1987.67,984.954,3097.12,2592.26,1807.53,2390.23,686.423,627.48,1846.98,5895.83,7545.55,5065.14,2714.42
forest,7937.91,3432.73,7640.69,1305.78,3349.52,2287.63,6660.23,5038.09,6997.62,6952.86,4930.69,928.039,2138.91,1556.78,6876.32,6976.01,391.489,1692.47,7937.91,5220.59,4519.94,2668.1,5759.1,902.087,638.987,7167.37,657.785,1002.47
impervious,2230.91,1570.45,1622.1,570.531,1485.52,2121.7,1601.81,-20.2772,1722.46,1397.35,1121.34,2230.91,1544.42,366.757,1058.03,1720.52,1695.84,666.5,2068.97,2128.58,1283.72,1914.28,357.918,1189.21,307.64,1342.39,1680.5,560.59
grass,6086.06,5267.67,5173.81,4491.97,4351.19,3587.93,3799.64,4200.45,4545.79,5569.84,4810.48,2210.14,1933.7,3928.27,3305.16,1510.65,753.581,2621.08,4245.17,3713.89,4278.17,928.013,1537.64,1671.7,1489.27,6086.06,5865.89,5255.03
forest,8570.68,6413.94,8089.27,5688.55,5343.61,7053.81,7272.78,1535.64,7931.85,5012.22,8315.47,2695.83,8570.68,7920.24,4936.24,5919.29,739.856,2525.22,8348.29,6390.8,2287.4,2454.62,1919.05,6954.25,5351.88,7977.63,7470.1,854.132
grass,7471.67,6893.5,5401.99,4797.18,4968.89,936.789,6447.28,6003.44,6670.94,7107.11,7150.9,5668.12,6465.77,6476.14,6352.41,7471.67,674.181,3475.47,5049.22,3539.38,886.325,3504.52,1184.94,3132.26,839.771,5947.8,3146.96,2931.56
farm,7694.72,2828.02,691.91,2545.25,3162.09,3547.79,3877.38,5886.9,6268.23,7694.72,3302.84,3522.48,2800.24,4090.44,4483.71,6769.05,2710.42,1282.13,3799.53,2559.78,2929.68,1060.48,702.081,520.076,479.248,6817.38,2099.37,372.688
forest,7960.72,7125.33,7329.12,5857.57,6287.79,6378.37,7035.55,5601.79,4747.76,7755.21,7960.72,5126.49,997.94,6177.06,7313.26,7731.33,599.162,1392.92,7920.73,2349.65,2853.31,3312.55,732.079,6784.09,6296.46,7617.14,7693.55,845.053
forest,7502.02,7502.02,1801.41,6508.35,6564.53,532.065,7033.63,7099.4,4198.23,1474.12,6958.18,2508.62,840.597,720.275,2371.15,3830.55,2053.62,5729.52,789.145,2689.15,1691.54,996.841,6175.87,5550.59,345.682,7234.84,458.474,1180.12
forest,7847.01,5727.94,5716.4,654.354,1308.27,468.359,7333.77,2453.66,3998.89,7847.01,7606.3,7748.69,471.82,1109.83,965.126,416.575,2133.73,4918.13,7475.92,5016.45,1889.02,5955.14,462.665,1359.19,4957.76,7118.28,5552.36,846.212
forest,8017.92,7332.96,7154.33,7040.35,5112.38,6862.36,7184.07,5863.7,7493.49,2884.95,7805.19,5078.47,8017.92,6731.51,6917.92,3935.41,831.758,3391.69,5486.23,3950.85,3167.14,794.612,3612.07,499.325,5057.44,7533.55,6632.77,5688.82
forest,7688.65,7198.09,4800.32,7688.65,6260.47,294.533,7488.6,7140.87,7468.17,1761.11,7438.85,5729.42,1365.97,3063.05,1017.13,1079.69,2971.59,1200.24,5735.6,2015.52,1380.34,1011.97,467.253,2682.17,1676.69,7024.71,2377.09,7630.4
forest,8187.55,4716.98,8187.55,507.571,4868.87,7716.9,3442.6,785.594,7765.99,7530.78,7460.2,776.177,3952.89,4977.1,7807.63,6860.25,453.853,3443.05,7904.83,719.87,2151.64,791.638,847.912,911.994,809.238,7539.36,5064.79,2119.21
farm,6674.4,6086.81,2691.84,6561.38,6674.4,547.041,6518.89,673.848,3520.61,1594.92,1587.64,1295.1,1511.87,1241.02,1376.08,561.012,2331.39,1785.56,3182.22,3643.73,5223.18,3489.14,844.508,6593.88,748.772,6178.22,4027.89,347.436
forest,7392.26,592.596,671.558,5069.13,2101.06,1823.34,7320.83,6427.4,4371.49,3638.79,7252.7,690.859,531.248,905.927,733.406,805.212,3679.11,1254.38,1154.56,2534.57,370.125,7392.26,449.595,1283.96,3970.38,7156.49,1890.68,2056.7
forest,8183.71,8041.2,8131.93,7946.88,3894.55,6640.41,6526,6961.21,6785.62,7793.7,8079.57,8183.71,6019.62,6299.1,827.692,3014.27,922.305,1301.15,7092.8,6014.83,1474.96,1390.61,6065.74,6182.12,4447.42,7357.48,5822.14,831.689
forest,7081.13,6723.48,3589.56,2238.07,7081.13,6948.51,6923.52,231.282,4033.89,3645.69,2038.54,5013.69,2329.98,3013.76,1378.68,295.163,2636.11,2244.06,4643.56,4707.09,1253.49,5334.11,474.736,5228.23,1414.58,6221.73,1906.03,2343.97
forest,8356.51,3534.93,8356.51,1499.54,8027.29,8018.13,8101.79,2945.28,7583.81,7878.87,7819.63,409.784,7907.15,2937.93,2566.79,4817.36,409.54,1318.48,8164.43,252.638,955.038,2376.47,8003.62,2982.3,7784.29,7922.53,7598.49,4077.16
forest,8196.45,7557.98,1281.66,8196.45,7949.32,1072.02,2285.56,664.32,7877.98,7578.4,7919.72,449.661,2256.94,442.821,1097.56,651.566,2289.95,1443.6,7738.55,2901.33,2241.25,854.128,330.643,392.529,344.095,7186.65,775.986,757.03
forest,7588.05,7189.3,6813.79,7066.81,1248.21,689.13,6591.49,6664.59,7356.14,1267.82,7588.05,498.654,1012.83,387.127,783.648,567.719,2869.88,694.893,2049.19,1996.18,499.492,4724.83,707.383,6902.05,1016.69,6755.24,553.772,6499.35
forest,8044.55,6906.71,6993.13,4509.23,7038.48,2394.7,2694.14,7111.54,7715.95,7768.22,7651.14,523.475,788.961,5342.64,1489.78,6993.2,583.714,5146.9,7843.64,6582.25,3965.46,5858.62,7080.87,1200.5,7692.69,8044.55,3304.7,492.672
forest,8199.97,6845.2,7579.29,8199.97,8148.29,178.316,6090.54,7503.5,7597.84,921.078,1434.84,894.262,5601.42,549.247,1333.27,516.563,1629.48,2598.29,1044.37,3496.76,956.977,7287.6,382.244,5767.6,1112.82,7238.98,514.093,1711.05
forest,7683.62,7683.62,2829.25,1216.12,5556.4,283.171,785.285,4775.3,3323.87,461.29,296.687,643.391,1126.17,411.58,928.487,282.284,1120.57,2217.43,431.539,7199.28,4832.97,5084.19,298.573,2395.42,343.184,6420.34,290.261,472.61
forest,8183.46,7693.73,418.68,8183.46,7795.7,265.011,6736.36,4250.53,4933.21,4996.9,7782.31,2622.69,1015.67,579.907,2563.15,1185.7,2140.63,5600.8,3581.96,6921.88,2073.6,5245.02,901.591,5924.43,634.038,7277.04,1013.29,2609.39
forest,8150.78,659.69,7508.55,8150.78,2799.86,232.174,6421.6,955.529,7697.03,793.2,6406.82,300.154,1101.8,370.144,1139.33,472.255,1709.32,1233.5,939.286,641.498,655.887,2711.18,436.25,754.58,455.57,6834.86,422.637,536.445
forest,8282.8,1579.3,7839.37,798.758,4190.82,1645.32,1880.46,7200.35,7871.18,7872.02,7787.15,607.642,724.999,7322.94,8282.8,7620.02,434.068,4723.79,7857.5,1060.89,1764.36,1022.62,5485.46,588.915,7412.05,7748.16,1327.16,1105.81
forest,8211.14,7734.2,7104.98,8211.14,7878.93,7673.67,7920.38,977.727,2831.11,7844.37,2234.08,1834.49,2061.27,2825.93,4871.28,1240.61,559.304,3056.04,8058.64,892.661,4871.21,3812.66,2974.93,844.743,915.763,7544.26,769.895,3196.24
farm,7554.14,2658.77,3088.95,3266.18,4815.07,1129.61,7554.14,6539.42,6755.78,2835.04,486.626,1243.67,1816.7,1973.74,3656.82,863.322,1069,4539.72,3691.7,3130.39,2831.86,2998.28,1877.47,936.474,337.585,3377.18,377.676,335.761
grass,6525.83,6525.83,4315.52,721.755,3862.83,2594.69,4416.94,4642.33,3410.57,5557.79,5720.3,602.911,4217.86,1540.39,4637.08,2896.78,3074,3610.43,4769.39,4624.15,3280.61,1508.21,1741.94,1493.32,703.617,5059.08,4028.03,1337.73
forest,8181.82,7834.98,2536.03,8088.35,7998.74,678.793,8012.23,7643.17,8080.45,8181.82,7904.09,3062.48,2158.74,7441.06,806.432,8076.04,1418.92,3922.91,7695.53,6293.71,1002.6,6716.67,1528.79,715.979,306.117,7949.08,7885.56,1709.82
forest,8234.19,7789.04,2432.91,8234.19,8035.05,518.949,7074.24,6665.78,549.901,1213.95,7939.46,2592.54,1380.55,1428.98,2374.31,1167.95,2403.41,2493.57,4894.38,7378.6,885.234,4472.8,2444.9,705.566,672.841,7696.62,449.725,900.511
forest,7596.75,1849.1,1927.19,488.963,5176.21,5663.59,7141.42,1311.88,862.377,385.348,6235.52,2229.77,2501.6,362.618,938.381,281.235,4346.56,719.4,4652.81,621.501,7596.75,930.337,362.317,799.23,582.905,5439.03,551.384,5924.53
forest,8166.46,4882.79,7107.89,8065,7577.06,1666.1,2616.67,4285.71,6050.11,7772.55,4592.76,954.544,8166.46,7300.92,4817.95,794.359,884.448,3309.55,8036.95,6721.51,4651.42,848.395,6203.21,817.915,6063.95,7442.75,706.363,3714.16
forest,8210.68,7604.51,8119.86,7833.63,1241.14,5998.55,6351.41,2375.88,2249.16,7068.49,7401.08,1560.85,8210.68,5724.78,2826.18,3406.18,986.361,3719.85,7867.63,3162.46,3179.81,1536.92,3445.72,1398.27,3877.14,6810.33,6001.61,1420.67
forest,7719.59,7024.36,7719.59,4615.38,3418.65,906.403,7101.97,6831.6,5852.93,7675,6518.07,1088.08,382.586,1832.07,7117.74,2646.82,467.638,1610.24,6386,5642.54,3454.19,1011.75,1552.71,875.964,912.408,7697.47,4364.17,2468.17
forest,7754.15,7549.2,7425.01,1105.78,7754.15,507.663,7593.52,2183.25,7689.61,7675.93,7569.84,676.496,3912.38,621.482,960.557,377.299,3032.76,1421.8,4010.62,6793.44,656.225,5174.19,748.631,6253.4,3317.66,7323.72,4530.43,497.575
impervious,1511.92,814.955,419.26,256.202,558.711,1104.52,870.71,631.928,639.622,878.474,1086.69,508.916,936.082,1198.5,1313.61,720.804,1322.09,1020.94,1240.61,1511.92,758.229,1379.15,374.247,375.929,332.487,620.501,486.021,664.796
forest,7743.3,6583.58,7219.5,7742.05,7743.3,176.246,5405.06,6429.28,2410.75,2305.13,4270.31,1178,4459.28,985.659,1476.02,574.425,1578.36,2567.28,788.364,5662.09,1766.73,6898.45,272.872,7249.15,2235.25,7066.9,504.412,2809.25
forest,8061.86,7556.61,7805.62,5335.08,7266.54,7408.24,7597.03,5011.84,7671.74,1577.38,7559.28,1788.24,8003.09,7240.14,5890.76,7455.56,2069.13,4006.85,8061.86,4054.44,2893.2,1403.37,6445.07,5985.52,1468.24,7390.3,6438.85,5785.21
grass,7983.11,7097.27,6434.13,2704.23,5258.65,704.082,7623.9,7486.86,7323.69,7969.91,7983.11,722.512,5259.89,6607.12,5192.37,2415.56,974.7,4999.13,3164.45,5978.02,6585.04,4756.12,1528.61,1114.57,864.682,7837.01,6931.59,2442.06
impervious,1799.23,1799.23,1519.65,288.904,923.952,1147.44,976.239,809.961,496.264,799.344,1287.23,172.871,778.119,631.462,766.64,1107.86,805.244,560.82,1265.59,1024.87,289.018,503.223,318.184,313.647,367.8,714.052,811.332,-375.874
forest,8133.5,7296.48,8133.5,7946.69,6440.96,841.797,5160.99,1137.88,3755.24,7739.83,2193.88,881.563,8126.4,6802.9,3604.77,1296.11,695.508,1704.91,7879.68,6631.01,4276.16,1177.23,2008.98,919.823,7134.36,7278.58,499.525,1962.11
forest,8090.08,2024.91,1257.24,6699.93,3361.7,181.43,7984.24,2476.93,3488.11,3985.71,8090.08,955.504,563.323,336.826,3715.26,2890.52,1741.88,3176.35,5544.76,3214.3,1547.09,1197.92,2211.02,5502.79,303.931,7585.82,855.718,510.583
forest,7271.46,6749.17,918.281,7204.45,3591.86,340.662,7271.46,6919.24,6752.66,6421.24,6457.38,2613.08,685.75,2707.42,1087.58,608.965,3958.21,3573.75,1942.58,563.555,997.898,1944.19,3226.55,7252.51,1365.2,6420.04,1800.91,6504.44
forest,8172,4727.06,7061.97,6370.63,3801.7,5973.73,6490.18,4233.12,7060.64,3008.81,7695.54,1004.61,8172,7319.69,8136.56,2888.96,986.659,2426.71,7884.03,6687.66,1771.36,369.874,3927.83,5451.49,1020.85,6783.44,3904.96,7160.81
forest,8260.79,7448.13,8260.79,8102.79,7270.73,5640.94,7528.58,7282.61,7187.02,7922.38,6289.35,872.439,3611.25,5731.43,2724.81,1601.82,546.885,3143.18,7327.74,6771.46,3818.81,5118.6,644.175,1375.24,6531.4,7588.54,6986.67,1056.76
forest,7898.07,7898.07,7723.95,7579.96,6156.97,5994.58,3937,1485.19,7100.9,6359.14,7831.16,7546.61,6320.29,7545.25,7185.5,3762.45,855.414,1236.8,6183.87,4205.29,1589.03,1953.27,4516.59,2705.56,6506.39,6483.43,6018.65,4934.32
grass,6396.02,6293.95,4591.18,4234.17,3991.97,4142.66,4451.05,4395.32,2347.11,5614.89,5921.12,1724.93,5435.72,4364.34,6396.02,2649.03,1170.44,4172.13,2179.39,2378.39,1131.61,2052.42,2094.36,773.04,2730.13,5560.07,1263.87,5146.53
farm,7655.99,7054.09,2659.57,1899.72,3188.86,868.649,4613.69,5850.41,7655.99,854.728,6273.15,589.34,1875.95,2023.37,2471.21,2563.08,826.832,3138.8,3053.71,5051.29,3162.39,1110.89,1533.53,5944.57,513.171,3623.87,2635.97,2559.93
forest,7929.47,933.576,7407.31,613.399,6814.4,6198.96,6794.83,4867.12,7566,6846.7,6396.84,1022.02,1771.77,2874.75,3722.73,5075.94,464.65,846.613,7929.47,5454.8,4344.35,571.797,4697.15,1314.32,1635.79,7380.87,1392.98,1134.36
forest,8091.33,7531.16,1544.08,3218.88,3892.12,809.573,4096.3,7124.46,490.609,529.657,8091.33,579.106,1465.04,467.019,771.95,367.242,3719.41,700.188,1123.27,1272.99,4245.66,1848.84,553.866,6482.13,742.216,7418.45,1048.09,2765.1
forest,8001.41,7502.31,3790.14,7866.93,8001.41,357.521,2381.2,864.485,6348.29,1573.37,839.605,563.924,1660.87,447.063,867.086,680.035,1369.83,2590.39,1402.94,893.172,1800.75,4386.43,323.292,6846.15,591.707,7070.78,414.386,1555.72
forest,7699.47,7072.86,7286.1,670.934,5536.16,7295.47,7373.71,6923.47,7585.23,1069.63,7699.47,7367.28,521.984,1279.91,1066.71,274.258,4145.85,780.525,4119.47,5715.12,7176.34,2658.7,299.844,7475.3,671.419,6912.98,912.458,5020.57
forest,8140.65,7524.97,7710.77,5438.56,8134.43,809.129,8057.19,1397.65,8112.54,7924.67,8140.65,824.165,2757.6,1447.31,1060.75,415.827,3433.12,1696.63,1213.85,6114.46,645.439,2670.4,585.023,6891.89,1145.63,7392.53,6747.13,458.991
forest,8232.5,7952.35,677.011,8232.5,3471.7,500.187,7818.99,574.701,1256.55,801.982,3886.82,951.049,2469.17,452.514,458.554,1000.87,1561.65,2700.79,4345.2,7383.74,7497.4,6887.03,523.071,557.157,928.605,7554.22,694.848,424.488
forest,8391.64,3982.09,8391.64,4790.7,560.873,3350.68,5973.08,7284.72,5004.39,7556.51,7488.09,720.827,7759.8,1631.04,3081.96,5743.14,369.134,3333.06,8083.45,3271.12,4446.15,1581.68,7495.18,997.129,7256.76,7333.09,1921.29,1269.97
forest,7869.78,7869.78,4059.75,2929.35,5307.07,416.997,1302.65,1203.85,6885.48,534.121,843.884,2613.07,1229.32,518.493,773.816,426.583,1194.32,1385.58,7640.99,4160.64,6544.92,964.305,323.172,2728.4,439.725,5629.03,554.195,818.455
forest,8262.2,7838.99,732.188,999.837,8072.5,293.124,1000.69,1135.93,5079.13,8109.52,8262.2,6010.55,1701.75,388.453,3455.2,4898.28,1953.52,3858.4,7030.77,1518.39,6224.43,535.731,884.882,7296.6,327.223,7347.44,3275.63,704.147
